GP_name,quali_pos,constructor,driver,position,driver_confidence,constructor_relaiblity,active_driver,active_constructor,dob
Marina Bay Street Circuit,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Sepang International Circuit,3,Red Bull,Max Verstappen,3,-7.571428571428571,-16.5,1,1,1997-09-30
Sepang International Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Sepang International Circuit,4,Red Bull,Daniel Ricciardo,4,-4.780346820809249,-16.5,1,1,1989-07-01
Sepang International Circuit,20,Ferrari,Sebastian Vettel,20,-3.5,-9.199004975124378,1,1,1987-07-03
Sepang International Circuit,5,Mercedes,Valtteri Bottas,5,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Sepang International Circuit,13,Williams,Lance Stroll,13,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Sepang International Circuit,17,Haas F1 Team,Kevin Magnussen,17,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Sepang International Circuit,16,Haas F1 Team,Romain Grosjean,16,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Sepang International Circuit,0,Ferrari,Kimi Räikkönen,2,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Suzuka Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Suzuka Circuit,4,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Suzuka Circuit,3,Red Bull,Daniel Ricciardo,4,-4.780346820809249,-16.5,1,1,1989-07-01
Suzuka Circuit,6,Mercedes,Valtteri Bottas,2,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Suzuka Circuit,10,Ferrari,Kimi Räikkönen,6,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Suzuka Circuit,12,Haas F1 Team,Kevin Magnussen,13,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Suzuka Circuit,13,Haas F1 Team,Romain Grosjean,16,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Suzuka Circuit,15,Williams,Lance Stroll,18,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Suzuka Circuit,2,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit of the Americas,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit of the Americas,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit of the Americas,5,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit of the Americas,16,Red Bull,Max Verstappen,6,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit of the Americas,3,Mercedes,Valtteri Bottas,3,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Circuit of the Americas,7,Renault,Carlos Sainz,8,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Circuit of the Americas,15,Williams,Lance Stroll,17,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Circuit of the Americas,12,Haas F1 Team,Romain Grosjean,14,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit of the Americas,17,Haas F1 Team,Kevin Magnussen,20,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Circuit of the Americas,4,Red Bull,Daniel Ricciardo,4,-4.780346820809249,-16.5,1,1,1989-07-01
Autódromo Hermanos Rodríguez,2,Red Bull,Max Verstappen,2,-7.571428571428571,-16.5,1,1,1997-09-30
Autódromo Hermanos Rodríguez,4,Mercedes,Valtteri Bottas,4,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Autódromo Hermanos Rodríguez,5,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autódromo Hermanos Rodríguez,1,Ferrari,Sebastian Vettel,1,-3.5,-9.199004975124378,1,1,1987-07-03
Autódromo Hermanos Rodríguez,11,Williams,Lance Stroll,12,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Autódromo Hermanos Rodríguez,14,Haas F1 Team,Kevin Magnussen,18,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Autódromo Hermanos Rodríguez,3,Mercedes,Lewis Hamilton,3,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Autódromo Hermanos Rodríguez,15,Haas F1 Team,Romain Grosjean,19,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Autódromo Hermanos Rodríguez,8,Renault,Carlos Sainz,9,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Autódromo Hermanos Rodríguez,16,Red Bull,Daniel Ricciardo,7,-4.780346820809249,-16.5,1,1,1989-07-01
Autódromo José Carlos Pace,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Autódromo José Carlos Pace,1,Mercedes,Valtteri Bottas,1,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Autódromo José Carlos Pace,3,Ferrari,Kimi Räikkönen,3,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autódromo José Carlos Pace,20,Mercedes,Lewis Hamilton,20,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Autódromo José Carlos Pace,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Autódromo José Carlos Pace,14,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Autódromo José Carlos Pace,8,Renault,Carlos Sainz,9,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Autódromo José Carlos Pace,11,Haas F1 Team,Romain Grosjean,12,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Autódromo José Carlos Pace,16,Williams,Lance Stroll,18,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Autódromo José Carlos Pace,13,Haas F1 Team,Kevin Magnussen,14,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Yas Marina Circuit,1,Mercedes,Valtteri Bottas,1,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Yas Marina Circuit,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Yas Marina Circuit,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Yas Marina Circuit,5,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Yas Marina Circuit,6,Red Bull,Max Verstappen,6,-7.571428571428571,-16.5,1,1,1997-09-30
Yas Marina Circuit,16,Haas F1 Team,Romain Grosjean,16,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Yas Marina Circuit,14,Haas F1 Team,Kevin Magnussen,14,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Yas Marina Circuit,15,Williams,Lance Stroll,15,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Yas Marina Circuit,12,Renault,Carlos Sainz,12,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Yas Marina Circuit,4,Red Bull,Daniel Ricciardo,4,-4.780346820809249,-16.5,1,1,1989-07-01
Albert Park Grand Prix Circuit,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Albert Park Grand Prix Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Albert Park Grand Prix Circuit,2,Ferrari,Kimi Räikkönen,2,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Albert Park Grand Prix Circuit,8,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Albert Park Grand Prix Circuit,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Albert Park Grand Prix Circuit,15,Mercedes,Valtteri Bottas,10,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Albert Park Grand Prix Circuit,9,Renault,Carlos Sainz,9,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Albert Park Grand Prix Circuit,13,Williams,Lance Stroll,14,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Albert Park Grand Prix Circuit,6,Haas F1 Team,Romain Grosjean,7,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Albert Park Grand Prix Circuit,5,Haas F1 Team,Kevin Magnussen,6,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Bahrain International Circuit,1,Ferrari,Sebastian Vettel,1,-3.5,-9.199004975124378,1,1,1987-07-03
Bahrain International Circuit,3,Mercedes,Valtteri Bottas,3,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Bahrain International Circuit,9,Mercedes,Lewis Hamilton,4,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Bahrain International Circuit,6,Haas F1 Team,Kevin Magnussen,7,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Bahrain International Circuit,10,Renault,Carlos Sainz,10,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Bahrain International Circuit,16,Haas F1 Team,Romain Grosjean,16,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Bahrain International Circuit,20,Williams,Lance Stroll,20,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Bahrain International Circuit,2,Ferrari,Kimi Räikkönen,2,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Bahrain International Circuit,15,Red Bull,Max Verstappen,15,-7.571428571428571,-16.5,1,1,1997-09-30
Bahrain International Circuit,4,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Shanghai International Circuit,6,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Shanghai International Circuit,3,Mercedes,Valtteri Bottas,3,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Shanghai International Circuit,2,Ferrari,Kimi Räikkönen,2,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Shanghai International Circuit,4,Mercedes,Lewis Hamilton,4,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Shanghai International Circuit,5,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Shanghai International Circuit,1,Ferrari,Sebastian Vettel,1,-3.5,-9.199004975124378,1,1,1987-07-03
Shanghai International Circuit,9,Renault,Carlos Sainz,9,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Shanghai International Circuit,11,Haas F1 Team,Kevin Magnussen,11,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Shanghai International Circuit,18,Williams,Lance Stroll,18,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Shanghai International Circuit,10,Haas F1 Team,Romain Grosjean,10,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Baku City Circuit,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Baku City Circuit,6,Ferrari,Kimi Räikkönen,6,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Baku City Circuit,1,Ferrari,Sebastian Vettel,1,-3.5,-9.199004975124378,1,1,1987-07-03
Baku City Circuit,9,Renault,Carlos Sainz,10,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Baku City Circuit,10,Williams,Lance Stroll,11,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Baku City Circuit,15,Haas F1 Team,Kevin Magnussen,15,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Baku City Circuit,3,Mercedes,Valtteri Bottas,3,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Baku City Circuit,20,Haas F1 Team,Romain Grosjean,20,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Baku City Circuit,5,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Baku City Circuit,4,Red Bull,Daniel Ricciardo,4,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit de Barcelona-Catalunya,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit de Barcelona-Catalunya,2,Mercedes,Valtteri Bottas,2,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Circuit de Barcelona-Catalunya,5,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit de Barcelona-Catalunya,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Barcelona-Catalunya,6,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit de Barcelona-Catalunya,7,Haas F1 Team,Kevin Magnussen,7,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Circuit de Barcelona-Catalunya,9,Renault,Carlos Sainz,9,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Circuit de Barcelona-Catalunya,18,Williams,Lance Stroll,19,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Circuit de Barcelona-Catalunya,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit de Barcelona-Catalunya,10,Haas F1 Team,Romain Grosjean,10,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit de Monaco,1,Red Bull,Daniel Ricciardo,1,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit de Monaco,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Monaco,3,Mercedes,Lewis Hamilton,3,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit de Monaco,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit de Monaco,5,Mercedes,Valtteri Bottas,5,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Circuit de Monaco,20,Red Bull,Max Verstappen,20,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit de Monaco,8,Renault,Carlos Sainz,8,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Circuit de Monaco,19,Haas F1 Team,Kevin Magnussen,19,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Circuit de Monaco,18,Haas F1 Team,Romain Grosjean,15,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit de Monaco,17,Williams,Lance Stroll,18,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Circuit Gilles Villeneuve,1,Ferrari,Sebastian Vettel,1,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit Gilles Villeneuve,2,Mercedes,Valtteri Bottas,2,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Circuit Gilles Villeneuve,3,Red Bull,Max Verstappen,3,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit Gilles Villeneuve,6,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit Gilles Villeneuve,4,Mercedes,Lewis Hamilton,4,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit Gilles Villeneuve,5,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit Gilles Villeneuve,9,Renault,Carlos Sainz,9,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Circuit Gilles Villeneuve,20,Haas F1 Team,Romain Grosjean,20,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit Gilles Villeneuve,11,Haas F1 Team,Kevin Magnussen,11,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Circuit Gilles Villeneuve,17,Williams,Lance Stroll,17,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Circuit Paul Ricard,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit Paul Ricard,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit Paul Ricard,6,Ferrari,Kimi Räikkönen,6,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit Paul Ricard,5,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit Paul Ricard,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit Paul Ricard,9,Haas F1 Team,Kevin Magnussen,9,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Circuit Paul Ricard,2,Mercedes,Valtteri Bottas,2,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Circuit Paul Ricard,7,Renault,Carlos Sainz,7,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Circuit Paul Ricard,10,Haas F1 Team,Romain Grosjean,10,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit Paul Ricard,19,Williams,Lance Stroll,20,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Red Bull Ring,4,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Red Bull Ring,3,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Red Bull Ring,6,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Red Bull Ring,5,Haas F1 Team,Romain Grosjean,6,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Red Bull Ring,8,Haas F1 Team,Kevin Magnussen,8,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Red Bull Ring,9,Renault,Carlos Sainz,9,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Red Bull Ring,14,Williams,Lance Stroll,15,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Red Bull Ring,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Red Bull Ring,7,Red Bull,Daniel Ricciardo,7,-4.780346820809249,-16.5,1,1,1989-07-01
Red Bull Ring,1,Mercedes,Valtteri Bottas,1,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Silverstone Circuit,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Silverstone Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Silverstone Circuit,3,Ferrari,Kimi Räikkönen,3,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Silverstone Circuit,4,Mercedes,Valtteri Bottas,4,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Silverstone Circuit,6,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Silverstone Circuit,7,Haas F1 Team,Kevin Magnussen,7,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Silverstone Circuit,19,Williams,Lance Stroll,19,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Silverstone Circuit,5,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Silverstone Circuit,8,Haas F1 Team,Romain Grosjean,8,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Silverstone Circuit,16,Renault,Carlos Sainz,16,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Hockenheimring,14,Mercedes,Lewis Hamilton,14,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Hockenheimring,2,Mercedes,Valtteri Bottas,2,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Hockenheimring,3,Ferrari,Kimi Räikkönen,3,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Hockenheimring,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Hockenheimring,6,Haas F1 Team,Romain Grosjean,6,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Hockenheimring,5,Haas F1 Team,Kevin Magnussen,5,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Hockenheimring,8,Renault,Carlos Sainz,8,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Hockenheimring,18,Williams,Lance Stroll,19,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Hockenheimring,1,Ferrari,Sebastian Vettel,1,-3.5,-9.199004975124378,1,1,1987-07-03
Hockenheimring,20,Red Bull,Daniel Ricciardo,15,-4.780346820809249,-16.5,1,1,1989-07-01
Hungaroring,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Hungaroring,4,Ferrari,Sebastian Vettel,4,-3.5,-9.199004975124378,1,1,1987-07-03
Hungaroring,3,Ferrari,Kimi Räikkönen,3,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Hungaroring,12,Red Bull,Daniel Ricciardo,12,-4.780346820809249,-16.5,1,1,1989-07-01
Hungaroring,2,Mercedes,Valtteri Bottas,2,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Hungaroring,9,Haas F1 Team,Kevin Magnussen,9,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Hungaroring,5,Renault,Carlos Sainz,5,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Hungaroring,10,Haas F1 Team,Romain Grosjean,10,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Hungaroring,15,Williams,Lance Stroll,15,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Hungaroring,7,Red Bull,Max Verstappen,7,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit de Spa-Francorchamps,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Spa-Francorchamps,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit de Spa-Francorchamps,7,Red Bull,Max Verstappen,7,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit de Spa-Francorchamps,19,Mercedes,Valtteri Bottas,10,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Circuit de Spa-Francorchamps,5,Haas F1 Team,Romain Grosjean,5,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit de Spa-Francorchamps,9,Haas F1 Team,Kevin Magnussen,9,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Circuit de Spa-Francorchamps,14,Renault,Carlos Sainz,16,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Circuit de Spa-Francorchamps,17,Williams,Lance Stroll,19,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Circuit de Spa-Francorchamps,8,Red Bull,Daniel Ricciardo,8,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit de Spa-Francorchamps,6,Ferrari,Kimi Räikkönen,6,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autodromo Nazionale di Monza,3,Mercedes,Lewis Hamilton,3,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Autodromo Nazionale di Monza,1,Ferrari,Kimi Räikkönen,1,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autodromo Nazionale di Monza,4,Mercedes,Valtteri Bottas,4,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Autodromo Nazionale di Monza,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Autodromo Nazionale di Monza,5,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Autodromo Nazionale di Monza,7,Renault,Carlos Sainz,7,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Autodromo Nazionale di Monza,10,Williams,Lance Stroll,10,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Autodromo Nazionale di Monza,11,Haas F1 Team,Kevin Magnussen,11,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Autodromo Nazionale di Monza,19,Red Bull,Daniel Ricciardo,15,-4.780346820809249,-16.5,1,1,1989-07-01
Autodromo Nazionale di Monza,6,Haas F1 Team,Romain Grosjean,6,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Marina Bay Street Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Marina Bay Street Circuit,2,Red Bull,Max Verstappen,2,-7.571428571428571,-16.5,1,1,1997-09-30
Marina Bay Street Circuit,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Marina Bay Street Circuit,4,Mercedes,Valtteri Bottas,4,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Marina Bay Street Circuit,5,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Marina Bay Street Circuit,6,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Marina Bay Street Circuit,12,Renault,Carlos Sainz,12,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Marina Bay Street Circuit,20,Williams,Lance Stroll,20,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Marina Bay Street Circuit,8,Haas F1 Team,Romain Grosjean,8,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Marina Bay Street Circuit,16,Haas F1 Team,Kevin Magnussen,16,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Sochi Autodrom,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Sochi Autodrom,1,Mercedes,Valtteri Bottas,1,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Sochi Autodrom,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Sochi Autodrom,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Sochi Autodrom,19,Red Bull,Max Verstappen,11,-7.571428571428571,-16.5,1,1,1997-09-30
Sochi Autodrom,18,Red Bull,Daniel Ricciardo,12,-4.780346820809249,-16.5,1,1,1989-07-01
Sochi Autodrom,5,Haas F1 Team,Kevin Magnussen,5,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Sochi Autodrom,9,Haas F1 Team,Romain Grosjean,9,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Sochi Autodrom,14,Williams,Lance Stroll,20,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Sochi Autodrom,11,Renault,Carlos Sainz,14,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Suzuka Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Suzuka Circuit,2,Mercedes,Valtteri Bottas,2,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Suzuka Circuit,3,Red Bull,Max Verstappen,3,-7.571428571428571,-16.5,1,1,1997-09-30
Suzuka Circuit,15,Red Bull,Daniel Ricciardo,15,-4.780346820809249,-16.5,1,1,1989-07-01
Suzuka Circuit,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Suzuka Circuit,8,Ferrari,Sebastian Vettel,9,-3.5,-9.199004975124378,1,1,1987-07-03
Suzuka Circuit,5,Haas F1 Team,Romain Grosjean,5,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Suzuka Circuit,13,Renault,Carlos Sainz,13,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Suzuka Circuit,14,Williams,Lance Stroll,14,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Suzuka Circuit,12,Haas F1 Team,Kevin Magnussen,12,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Circuit of the Americas,2,Ferrari,Kimi Räikkönen,3,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit of the Americas,18,Red Bull,Max Verstappen,15,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit of the Americas,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit of the Americas,5,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit of the Americas,3,Mercedes,Valtteri Bottas,4,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
